event_id,timestamp,event_type,severity,user_email,user_role,user_team,resource_type,resource_name,resource_id,action,action_result,description,ip_address,user_agent,session_id,request_id,approver_email,approval_status,metadata,before_state,after_state,risk_score,compliance_tags
AUDIT-1762036681215-6SK2K8,2025-11-01T22:38:01.215Z,SYSTEM_ACCESS,LOW,eve@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 5705ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036675506-815tpg,,,"{""execution_time_ms"":5705,""token_usage"":{""inputTokens"":2815,""outputTokens"":113,""totalTokens"":2928,""reasoningTokens"":0,""cachedInputTokens"":2560},""finish_reason"":""stop"",""response_length"":420}",,,0,
AUDIT-1762036692673-KSLV4G,2025-11-01T22:38:12.673Z,SYSTEM_ACCESS,LOW,eve@company.com,,,,,,chat_message_sent,SUCCESS,"User sent chat message: I would like to get access to backend github repo. ",::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""message_length"":51,""message_preview"":""I would like to get access to backend github repo. "",""input_method"":""text_input"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:38:12.654Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:38:12.673Z""}",,,0,
AUDIT-1762036692713-Q6I4QU,2025-11-01T22:38:12.713Z,SYSTEM_ACCESS,LOW,eve@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 3 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036692713-v94vx8,,,"{""message_count"":3,""last_message"":""I would like to get access to backend github repo. "",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036695886-700D3D,2025-11-01T22:38:15.886Z,TOOL_EXECUTED,LOW,eve@company.com,,,,,,execute_tool_getUserRequestHistory,SUCCESS,Tool getUserRequestHistory executed success,,,,,,,"{""tool_name"":""getUserRequestHistory"",""parameters"":{""userEmail"":""eve@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762036695898-UBJRUN,2025-11-01T22:38:15.898Z,SYSTEM_ACCESS,LOW,eve@company.com,,,,,,request_history_retrieved,SUCCESS,"Request history retrieved: 0 pending, 0 approved, 1 rejected",,,,,,,"{""total_requests"":1,""pending_count"":0,""approved_count"":0,""rejected_count"":1}",,,0,
AUDIT-1762036699443-KYICY9,2025-11-01T22:38:19.443Z,SYSTEM_ACCESS,LOW,eve@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 6728ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036692713-v94vx8,,,"{""execution_time_ms"":6728,""token_usage"":{""inputTokens"":3194,""outputTokens"":104,""totalTokens"":3298,""reasoningTokens"":0,""cachedInputTokens"":3072},""finish_reason"":""stop"",""response_length"":532}",,,0,
AUDIT-1762036819331-0WS6Q3,2025-11-01T22:40:19.331Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_message_sent,SUCCESS,"User sent chat message: I need access to the  backend repository ",::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""message_length"":41,""message_preview"":""I need access to the  backend repository "",""input_method"":""text_input"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:40:19.279Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:40:19.331Z""}",,,0,
AUDIT-1762036819380-T1QHE6,2025-11-01T22:40:19.380Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036819379-yu86ht,,,"{""message_count"":1,""last_message"":""I need access to the  backend repository "",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036820483-N6FKH2,2025-11-01T22:40:20.483Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762036820495-VV3FDD,2025-11-01T22:40:20.495Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,access_check_completed,SUCCESS,User access check returned 6 active permissions,,,,,,,"{""access_count"":6,""resources"":""database:staging_db,database:production_db,api_key:stripe,network:vpn_whitelist,cloud:aws_dev,tool:datadog""}",,,0,
AUDIT-1762036820498-S7N13M,2025-11-01T22:40:20.498Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""},""error_message"":15}",,,0,"automation,tool_usage"
AUDIT-1762036823004-2P2N50,2025-11-01T22:40:23.004Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getUserRequestHistory,SUCCESS,Tool getUserRequestHistory executed success,,,,,,,"{""tool_name"":""getUserRequestHistory"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762036823013-2Z533H,2025-11-01T22:40:23.013Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,request_history_retrieved,SUCCESS,"Request history retrieved: 3 pending, 1 approved, 0 rejected",,,,,,,"{""total_requests"":4,""pending_count"":3,""approved_count"":1,""rejected_count"":0}",,,0,
AUDIT-1762036831713-STNT4T,2025-11-01T22:40:31.713Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 12329ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036819379-yu86ht,,,"{""execution_time_ms"":12329,""token_usage"":{""inputTokens"":3629,""outputTokens"":268,""totalTokens"":3897,""reasoningTokens"":0,""cachedInputTokens"":3328},""finish_reason"":""stop"",""response_length"":1231}",,,0,
AUDIT-1762036843036-CJTWBM,2025-11-01T22:40:43.036Z,UI_ACTION_PERFORMED,LOW,alice@company.com,,,,,,ui_submit_access_request_performed,SUCCESS,UI interaction: submit_access_request - performed,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""component_type"":""submit_access_request"",""ui_action"":""performed"",""form_data"":{""resourceType"":""github"",""resourceName"":""backend_team_org"",""reason"":""I need access to build a new feature."",""urgency"":""medium""},""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:40:43.017Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:40:43.036Z""}",,,0,"user_interaction,ui"
AUDIT-1762036843053-3W58D3,2025-11-01T22:40:43.053Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,access_request_form_submitted,SUCCESS,User submitted access request form for github:backend_team_org,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""form_data"":{""resourceType"":""github"",""resourceName"":""backend_team_org"",""reason"":""I need access to build a new feature."",""urgency"":""medium""},""ui_component"":""access_request_form"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:40:43.045Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:40:43.053Z""}",,,0,"form_submission,access_request"
AUDIT-1762036843102-YOAJHJ,2025-11-01T22:40:43.102Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 3 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036843102-3mlg31,,,"{""message_count"":3,""last_message"":""I've submitted an access request for github:backend_team_org. Reason: I need access to build a new f"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036844619-2VQSCO,2025-11-01T22:40:44.619Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getUserRequestHistory,SUCCESS,Tool getUserRequestHistory executed success,,,,,,,"{""tool_name"":""getUserRequestHistory"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762036844630-1MJ8GZ,2025-11-01T22:40:44.630Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,request_history_retrieved,SUCCESS,"Request history retrieved: 3 pending, 1 approved, 0 rejected",,,,,,,"{""total_requests"":4,""pending_count"":3,""approved_count"":1,""rejected_count"":0}",,,0,
AUDIT-1762036850162-X7N19G,2025-11-01T22:40:50.162Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 7058ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036843102-3mlg31,,,"{""execution_time_ms"":7058,""token_usage"":{""inputTokens"":4336,""outputTokens"":207,""totalTokens"":4543,""reasoningTokens"":0,""cachedInputTokens"":3840},""finish_reason"":""stop"",""response_length"":848}",,,0,
AUDIT-1762036874413-RAQ9TZ,2025-11-01T22:41:14.413Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_message_sent,SUCCESS,"User sent chat message: I would like to whtielist my ip. ",::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""message_length"":33,""message_preview"":""I would like to whtielist my ip. "",""input_method"":""text_input"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:41:14.387Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:41:14.413Z""}",,,0,
AUDIT-1762036874488-ZSJP56,2025-11-01T22:41:14.488Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 5 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036874488-90g7v9,,,"{""message_count"":5,""last_message"":""I would like to whtielist my ip. "",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036875988-1ZRL5E,2025-11-01T22:41:15.989Z,SYSTEM_ACCESS,LOW,system,,,,,,get_current_ip,SUCCESS,Retrieved current IP address: 136.25.15.73,136.25.15.73,,,,,,"{""source"":""ipify_api"",""method"":""fetch""}",,,0,
AUDIT-1762036875995-CULHLI,2025-11-01T22:41:15.995Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getCurrentIP,SUCCESS,Tool getCurrentIP executed success,,,,,,,"{""tool_name"":""getCurrentIP"",""parameters"":{},""error_message"":145}",,,0,"automation,tool_usage"
AUDIT-1762036877481-W7W62B,2025-11-01T22:41:17.481Z,SECURITY_VIOLATION,MEDIUM,alice@company.com,,,,,,ip_whitelist_denied_training,SUCCESS,IP whitelist denied - security training not valid,,,,,,,,,,60,"security,violation,alert"
AUDIT-1762036882422-FCDTA7,2025-11-01T22:41:22.422Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 7927ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036874488-90g7v9,,,"{""execution_time_ms"":7927,""token_usage"":{""inputTokens"":4715,""outputTokens"":158,""totalTokens"":4873,""reasoningTokens"":0,""cachedInputTokens"":4608},""finish_reason"":""stop"",""response_length"":761}",,,0,
AUDIT-1762036925583-D05FTN,2025-11-01T22:42:05.583Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: Whitelist my IP,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""Whitelist my IP"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:42:05.565Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:42:05.583Z""}",,,0,
AUDIT-1762036925631-KMK4G7,2025-11-01T22:42:05.631Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036925631-h6j9pm,,,"{""message_count"":1,""last_message"":""Whitelist my IP"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036926548-VIFIW4,2025-11-01T22:42:06.548Z,SYSTEM_ACCESS,LOW,system,,,,,,get_current_ip,SUCCESS,Retrieved current IP address: 136.25.15.73,136.25.15.73,,,,,,"{""source"":""ipify_api"",""method"":""fetch""}",,,0,
AUDIT-1762036926554-ANG6CY,2025-11-01T22:42:06.554Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getCurrentIP,SUCCESS,Tool getCurrentIP executed success,,,,,,,"{""tool_name"":""getCurrentIP"",""parameters"":{},""error_message"":124}",,,0,"automation,tool_usage"
AUDIT-1762036927634-9FQ62O,2025-11-01T22:42:07.634Z,SECURITY_VIOLATION,MEDIUM,alice@company.com,,,,,,ip_whitelist_denied_training,SUCCESS,IP whitelist denied - security training not valid,,,,,,,,,,60,"security,violation,alert"
AUDIT-1762036930503-PJY6M3,2025-11-01T22:42:10.503Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getUserRequestHistory,SUCCESS,Tool getUserRequestHistory executed success,,,,,,,"{""tool_name"":""getUserRequestHistory"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762036930510-KW0XF3,2025-11-01T22:42:10.510Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,request_history_retrieved,SUCCESS,"Request history retrieved: 3 pending, 1 approved, 0 rejected",,,,,,,"{""total_requests"":4,""pending_count"":3,""approved_count"":1,""rejected_count"":0}",,,0,
AUDIT-1762036931866-1BD00J,2025-11-01T22:42:11.866Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 6232ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036925631-h6j9pm,,,"{""execution_time_ms"":6232,""token_usage"":{""inputTokens"":3157,""outputTokens"":28,""totalTokens"":3185,""reasoningTokens"":0,""cachedInputTokens"":0},""finish_reason"":""tool-calls"",""response_length"":0}",,,0,
AUDIT-1762036937941-Q722XJ,2025-11-01T22:42:17.941Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,user_role_switched,SUCCESS,User switched from alice@company.com to diana@company.com,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""previous_user"":""alice@company.com"",""new_user"":""diana@company.com"",""ui_component"":""user_selector"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:42:17.923Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:42:17.941Z""}",,,0,
AUDIT-1762036938663-LCVWQO,2025-11-01T22:42:18.663Z,SYSTEM_ACCESS,LOW,diana@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: Whitelist my IP,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""Whitelist my IP"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:42:18.648Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:42:18.663Z""}",,,0,
AUDIT-1762036938705-HA18RX,2025-11-01T22:42:18.705Z,SYSTEM_ACCESS,LOW,diana@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036938705-o9271b,,,"{""message_count"":1,""last_message"":""Whitelist my IP"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762036939924-ERNT71,2025-11-01T22:42:19.924Z,SYSTEM_ACCESS,LOW,system,,,,,,get_current_ip,SUCCESS,Retrieved current IP address: 136.25.15.73,136.25.15.73,,,,,,"{""source"":""ipify_api"",""method"":""fetch""}",,,0,
AUDIT-1762036939930-YHEGS8,2025-11-01T22:42:19.930Z,TOOL_EXECUTED,LOW,diana@company.com,,,,,,execute_tool_getCurrentIP,SUCCESS,Tool getCurrentIP executed success,,,,,,,"{""tool_name"":""getCurrentIP"",""parameters"":{},""error_message"":127}",,,0,"automation,tool_usage"
AUDIT-1762036940824-4NGMND,2025-11-01T22:42:20.824Z,SECURITY_VIOLATION,MEDIUM,diana@company.com,,,,,,ip_whitelist_denied_training,SUCCESS,IP whitelist denied - security training not valid,,,,,,,,,,60,"security,violation,alert"
AUDIT-1762036948734-7DZAK4,2025-11-01T22:42:28.734Z,SYSTEM_ACCESS,LOW,diana@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 10025ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762036938705-o9271b,,,"{""execution_time_ms"":10025,""token_usage"":{""inputTokens"":3072,""outputTokens"":238,""totalTokens"":3310,""reasoningTokens"":0,""cachedInputTokens"":2688},""finish_reason"":""stop"",""response_length"":946}",,,0,
AUDIT-1762037044292-P7V5L7,2025-11-01T22:44:04.292Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: Request access to production database,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""Request access to production database"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:44:04.269Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:44:04.292Z""}",,,0,
AUDIT-1762037044348-5H6GNG,2025-11-01T22:44:04.348Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037044348-ltimr1,,,"{""message_count"":1,""last_message"":""Request access to production database"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037045154-QH0Z5Y,2025-11-01T22:44:05.154Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762037045166-PVOAPZ,2025-11-01T22:44:05.166Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,access_check_completed,SUCCESS,User access check returned 6 active permissions,,,,,,,"{""access_count"":6,""resources"":""database:staging_db,database:production_db,api_key:stripe,network:vpn_whitelist,cloud:aws_dev,tool:datadog""}",,,0,
AUDIT-1762037045178-TKBTIY,2025-11-01T22:44:05.178Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_checkUserAccess,SUCCESS,Tool checkUserAccess executed success,,,,,,,"{""tool_name"":""checkUserAccess"",""parameters"":{""userEmail"":""alice@company.com""},""error_message"":24}",,,0,"automation,tool_usage"
AUDIT-1762037047768-NBQB7U,2025-11-01T22:44:07.768Z,TOOL_EXECUTED,LOW,alice@company.com,,,,,,execute_tool_getUserRequestHistory,SUCCESS,Tool getUserRequestHistory executed success,,,,,,,"{""tool_name"":""getUserRequestHistory"",""parameters"":{""userEmail"":""alice@company.com""}}",,,0,"automation,tool_usage"
AUDIT-1762037047781-P3R2JQ,2025-11-01T22:44:07.781Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,request_history_retrieved,SUCCESS,"Request history retrieved: 3 pending, 1 approved, 0 rejected",,,,,,,"{""total_requests"":4,""pending_count"":3,""approved_count"":1,""rejected_count"":0}",,,0,
AUDIT-1762037055294-QAU082,2025-11-01T22:44:15.294Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 10942ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037044348-ltimr1,,,"{""execution_time_ms"":10942,""token_usage"":{""inputTokens"":3776,""outputTokens"":313,""totalTokens"":4089,""reasoningTokens"":0,""cachedInputTokens"":3072},""finish_reason"":""stop"",""response_length"":1482}",,,0,
AUDIT-1762037161237-Q2QF9K,2025-11-01T22:46:01.237Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: I need an OpenAI API key,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""I need an OpenAI API key"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:46:01.224Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:46:01.237Z""}",,,0,
AUDIT-1762037161267-TVF78F,2025-11-01T22:46:01.267Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_initiated,SUCCESS,Chat request initiated with 1 messages,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037161267-pj7pve,,,"{""message_count"":1,""last_message"":""I need an OpenAI API key"",""request_method"":""POST"",""endpoint"":""/api/chat""}",,,0,
AUDIT-1762037166674-F34M0Q,2025-11-01T22:46:06.674Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,chat_request_completed,SUCCESS,Chat request completed successfully in 5402ms,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,REQ-1762037161267-pj7pve,,,"{""execution_time_ms"":5402,""token_usage"":{""inputTokens"":2805,""outputTokens"":110,""totalTokens"":2915,""reasoningTokens"":0,""cachedInputTokens"":2560},""finish_reason"":""stop"",""response_length"":480}",,,0,
AUDIT-1762037262720-WYC1AE,2025-11-01T22:47:42.720Z,SYSTEM_ACCESS,LOW,alice@company.com,,,,,,suggested_query_clicked,SUCCESS,User clicked suggested query: Whitelist my IP,::1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,,,,"{""suggestion_text"":""Whitelist my IP"",""input_method"":""suggestion_button"",""ui_component"":""suggested_queries"",""browser_url"":""http://localhost:3000/"",""browser_referrer"":""http://localhost:3000/"",""browser_user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"",""browser_timestamp"":""2025-11-01T22:47:42.703Z"",""client_side"":true,""server_processed"":true,""received_at"":""2025-11-01T22:47:42.720Z""}",,,0,
